pk,type,borrow_fee,create_time,borrow_time,member_fk
1248,1,8802.10,2023-04-01 18:10:02,1,627
1249,2,8677.46,2023-07-15 05:46:17,3,93
1250,1,1171.46,2023-12-14 19:00:04,1,909
1251,2,5104.89,2024-01-03 23:25:26,3,56
1252,2,5735.25,2023-06-29 04:29:21,3,650
1253,1,9329.57,2022-11-30 03:01:22,1,633
1254,2,6492.38,2023-12-20 20:35:01,3,934
1255,2,8444.57,2022-10-09 04:03:59,3,993
1256,1,7969.44,2023-11-02 07:12:03,1,960
1257,2,5084.48,2023-06-10 15:45:57,2,396
1258,2,1619.36,2023-11-03 23:09:36,3,258
1259,2,7219.30,2023-08-29 20:06:01,2,434
1260,2,7668.06,2023-10-14 14:23:40,2,824
1261,2,9316.57,2023-05-31 04:17:50,3,198
1262,2,7294.19,2023-12-19 18:13:47,2,909
1263,2,3295.87,2023-11-06 08:27:14,2,543
1264,2,9103.82,2023-03-31 10:39:12,3,747
1265,1,9588.77,2023-04-30 18:37:45,1,152
1266,2,818.59,2024-01-03 20:50:05,2,630
1267,2,2777.49,2023-04-28 14:34:32,3,844
1268,2,1426.84,2024-02-29 22:15:21,4,437
1269,2,4309.96,2023-11-22 08:10:41,2,463
1270,1,9780.27,2023-09-07 21:01:54,1,660
1271,2,4775.40,2023-04-17 09:52:37,3,905
1272,2,325.20,2023-09-02 21:22:48,3,490
1273,2,1613.77,2023-11-27 15:20:26,3,902
1274,2,5353.41,2023-06-26 02:09:01,3,150
1275,2,2082.19,2022-09-26 00:24:07,3,417
1276,1,8085.35,2022-08-21 06:17:54,1,978
1277,2,9220.62,2023-11-21 05:03:34,2,55
1278,2,1050.32,2023-02-14 14:45:45,4,183
1279,2,6786.99,2023-12-23 03:14:40,2,807
1280,2,8725.57,2023-01-24 06:38:20,2,870
1281,2,2807.66,2023-02-12 15:19:19,3,63
1282,2,8599.48,2022-10-20 04:40:58,2,607
1283,2,7105.11,2024-01-27 06:23:40,6,524
1284,1,7174.08,2022-12-11 00:44:32,1,339
1285,1,2333.48,2023-12-31 10:55:47,1,805
1286,2,2051.84,2022-09-26 15:09:12,2,11
1287,1,3277.06,2022-08-22 11:10:24,1,242
1288,2,3336.01,2023-10-20 02:20:49,2,587
1289,2,6880.38,2023-03-13 11:24:18,3,91
1290,2,7648.98,2023-12-01 04:11:05,2,663
1291,2,2762.71,2023-04-27 15:47:35,5,918
1292,2,8089.17,2023-10-14 23:28:00,3,659
1293,2,6114.41,2023-01-01 13:10:36,2,126
1294,2,7519.05,2022-10-15 10:35:31,4,644
1295,2,4456.89,2023-01-17 23:28:12,3,289
1296,1,2737.52,2023-09-12 05:09:35,1,949
1297,2,4958.91,2023-03-26 05:31:30,2,943
1298,2,2504.75,2023-04-09 04:28:51,3,665
1299,2,1176.77,2023-04-03 17:46:48,3,628
1300,1,2734.20,2024-01-29 15:19:49,1,636
1301,2,631.23,2024-01-13 02:23:33,3,347
1302,2,8652.14,2023-07-10 20:31:59,3,808
1303,1,8235.32,2022-08-13 23:41:16,1,52
1304,2,7310.58,2022-09-20 11:41:46,2,847
1305,1,1312.19,2023-05-19 01:08:31,1,817
1306,2,6544.78,2023-07-07 14:19:31,3,535
1307,1,6618.04,2023-11-03 15:13:49,1,604
1308,2,3524.31,2023-01-26 19:26:17,3,870
1309,1,6266.89,2023-06-05 10:28:02,1,601
1310,2,7637.26,2023-09-10 20:49:46,3,317
1311,2,737.95,2022-12-06 17:10:57,5,881
1312,2,3820.36,2023-05-13 15:40:13,2,8
1313,2,1592.99,2023-01-24 12:02:15,3,243
1314,2,2864.48,2023-03-20 15:22:05,2,379
1315,2,825.21,2022-09-16 01:15:18,3,224
1316,2,9886.01,2023-07-10 03:03:13,2,553
1317,2,4779.87,2023-01-23 04:45:51,4,452
1318,2,3314.93,2023-08-02 13:20:08,3,147
1319,2,5159.78,2023-02-17 18:02:18,2,448
1320,2,2536.42,2023-10-23 04:43:33,2,205
1321,2,5197.94,2023-04-21 11:46:56,2,247
1322,2,8840.90,2022-11-17 14:56:24,2,585
1323,2,9650.02,2023-03-21 02:03:28,3,288
1324,1,2546.99,2023-01-16 06:53:53,1,682
1325,2,1953.43,2023-03-17 13:47:47,3,790
1326,2,3420.70,2023-09-02 14:50:22,3,333
1327,2,5533.19,2023-01-14 08:43:35,4,720
1328,2,35.78,2023-09-09 18:47:50,2,660
1329,2,103.61,2023-06-26 15:13:49,2,976
1330,2,4858.66,2022-11-06 18:38:42,2,435
1331,2,4792.40,2023-09-10 12:37:42,2,542
1332,2,2828.48,2023-09-01 08:34:54,3,143
1333,2,1603.28,2024-02-15 23:43:18,4,340
1334,1,2302.37,2023-04-17 01:44:33,1,397
1335,2,765.96,2024-01-07 12:47:24,3,313
1336,2,9349.45,2023-09-11 06:59:33,4,317
1337,2,8718.62,2023-07-26 01:11:20,4,722
1338,1,661.85,2022-11-16 06:25:06,1,576
1339,2,2469.90,2022-11-22 02:46:32,3,435
1340,2,8426.49,2023-01-01 01:37:15,2,879
1341,2,723.74,2023-07-18 08:20:01,2,473
1342,2,6756.13,2023-09-14 03:31:04,5,190
1343,2,7835.30,2023-09-18 22:06:15,3,267
1344,2,3921.52,2023-09-24 20:05:12,2,949
1345,2,2655.52,2023-01-12 05:25:19,6,656
1346,1,2344.27,2023-03-11 15:52:25,1,692
1347,2,9845.48,2022-09-29 04:29:55,2,165
1348,2,8387.82,2024-02-04 11:18:46,7,524
1349,2,8419.23,2022-10-26 18:54:04,3,950
1350,2,9501.18,2023-05-14 00:31:41,2,901
1351,2,4714.43,2023-06-19 06:00:22,3,641
1352,2,5552.75,2023-02-21 03:52:29,4,63
1353,1,6487.08,2023-10-16 04:02:47,1,449
1354,1,8509.93,2023-04-25 10:26:33,1,316
1355,2,9778.25,2023-04-29 10:19:34,3,848
1356,2,3350.78,2022-08-10 19:47:53,2,240
1357,2,2718.49,2023-11-30 20:17:29,2,746
1358,1,3111.35,2023-06-18 09:12:56,1,745
1359,2,9104.80,2023-08-28 13:12:15,3,115
1360,2,1434.57,2023-11-25 03:12:01,2,328
1361,2,6351.31,2023-09-03 16:44:44,4,115
1362,2,9865.51,2023-05-15 14:29:49,3,375
1363,1,3719.19,2022-09-28 06:40:14,1,160
1364,2,8324.49,2023-12-19 12:19:35,3,517
1365,2,8128.16,2023-10-13 22:55:36,3,215
1366,2,4921.91,2023-03-21 21:46:25,2,975
1367,2,2123.81,2023-10-22 05:23:10,3,322
1368,1,9455.99,2023-07-19 00:15:16,1,777
1369,2,448.75,2023-02-06 02:16:18,5,452
1370,2,9077.99,2023-11-24 08:05:18,3,332
1371,1,7673.65,2022-12-01 10:02:36,1,929
1372,2,3519.80,2023-02-06 23:36:19,3,345
1373,2,7387.78,2023-07-06 21:09:46,3,540
1374,1,3257.66,2023-11-20 14:49:59,1,393
1375,2,1300.42,2023-08-12 07:07:04,3,57
1376,2,616.39,2023-07-06 09:27:43,2,36
1377,2,234.82,2022-12-25 14:45:45,2,155
1378,2,9306.13,2023-07-02 19:09:53,7,144
1379,2,3198.86,2024-01-12 12:59:26,4,493
1380,1,961.17,2023-08-25 00:34:59,1,429
1381,1,5571.22,2022-09-09 10:02:33,1,388
1382,1,2899.80,2022-08-03 00:28:06,1,860
1383,2,5616.19,2023-11-09 19:28:14,2,604
1384,2,1379.12,2023-09-07 15:35:40,2,893
1385,2,2738.05,2022-12-05 22:45:14,4,16
1386,1,3089.33,2023-05-04 15:32:11,1,586
1387,2,264.64,2023-10-06 21:00:13,2,23
1388,2,7772.31,2023-03-26 20:34:09,4,288
1389,2,614.39,2023-05-07 09:33:58,3,247
1390,2,7109.36,2022-10-02 16:06:52,2,498
1391,1,165.78,2023-02-13 05:09:58,1,184
1392,2,1350.64,2023-05-19 13:13:28,3,886
1393,2,9524.20,2023-01-16 06:39:03,2,916
1394,2,7278.31,2023-09-07 06:11:58,2,977
1395,1,633.33,2023-02-16 18:35:28,1,13
1396,2,3976.40,2023-12-21 12:15:15,2,754
1397,2,9480.19,2024-01-11 05:19:52,3,5
1398,1,3437.25,2023-03-15 12:59:37,1,518
1399,2,7733.52,2022-08-28 16:28:03,2,87
1400,2,730.21,2023-11-09 22:48:23,3,549
1401,2,1061.07,2023-02-05 15:06:38,3,325
1402,2,3210.10,2023-05-06 01:39:15,4,890
1403,1,1760.26,2022-12-24 21:10:12,1,775
1404,2,7468.49,2024-01-02 00:50:19,3,382
1405,2,9152.81,2023-04-01 18:55:05,2,42
1406,2,7044.49,2023-04-29 05:18:42,2,295
1407,1,7855.62,2023-12-25 17:34:08,1,380
1408,2,1924.36,2023-12-14 00:25:37,3,282
1409,2,6406.77,2022-10-02 14:42:54,2,441
1410,2,7100.46,2023-08-22 22:24:59,2,995
1411,2,8941.95,2023-02-27 01:36:54,5,183
1412,2,2910.30,2023-02-24 16:55:01,3,912
1413,2,4351.90,2022-10-29 19:25:54,3,607
1414,2,6799.63,2022-11-17 02:26:40,2,391
1415,2,1035.70,2023-06-07 02:43:14,4,198
1416,2,401.79,2023-08-19 00:06:11,2,281
1417,2,9898.24,2024-01-02 04:08:58,2,588
1418,2,8078.43,2023-06-28 05:39:31,3,884
1419,2,1087.56,2023-01-15 01:44:32,2,531
1420,2,2977.51,2023-12-29 13:46:24,2,556
1421,2,6187.09,2023-10-13 05:20:31,4,139
1422,2,6703.53,2023-12-24 03:01:01,2,227
1423,2,6942.38,2024-01-04 14:36:33,3,797
1424,2,4723.12,2024-02-13 09:17:03,2,636
1425,2,8714.77,2023-03-24 05:30:41,6,76
1426,1,3470.84,2024-01-27 14:05:18,1,951
1427,2,7515.66,2023-09-20 05:08:58,2,815
1428,2,3325.19,2023-05-16 12:33:01,2,622
1429,1,9561.93,2023-02-07 08:29:33,1,398
1430,2,1581.59,2022-09-12 22:42:28,3,767
1431,2,6830.24,2023-02-23 21:04:43,2,514
1432,2,8178.83,2023-02-27 19:16:18,4,354
1433,2,7369.54,2023-05-09 00:21:09,4,247
1434,1,8417.59,2023-11-19 00:39:00,1,85
1435,2,1491.95,2023-12-23 18:00:22,4,934
1436,1,5922.22,2022-08-03 00:30:00,1,302
1437,2,46.24,2023-03-14 18:12:41,2,565
1438,1,9888.35,2022-09-18 09:01:26,1,43
1439,2,7219.53,2024-01-05 06:30:40,3,621
1440,2,6447.68,2023-11-14 07:38:59,3,928
1441,2,2542.53,2022-09-29 18:33:27,2,836
1442,1,528.69,2022-08-01 22:55:58,1,500
1443,2,5373.18,2022-09-26 12:59:56,4,417
1444,2,5658.73,2023-05-07 20:15:40,3,445
1445,2,3999.45,2023-02-15 06:09:41,5,845
1446,2,7573.60,2022-12-13 18:23:44,3,218
1447,2,892.59,2023-01-11 16:14:06,2,867
1448,1,2151.40,2023-11-04 12:50:23,1,979
1449,2,4631.90,2023-12-28 01:34:50,2,285
1450,2,2023.33,2023-04-27 04:51:59,2,497
1451,2,2406.29,2023-08-08 19:22:51,2,989
1452,2,3393.14,2023-01-15 17:33:31,2,849
1453,2,2243.77,2023-08-30 09:08:09,4,167
1454,2,3729.47,2023-02-17 05:36:41,2,501
1455,1,2789.12,2022-12-07 01:05:35,1,894
1456,2,2878.29,2023-12-09 10:40:27,3,328
1457,2,6895.35,2023-10-17 13:53:57,3,92
1458,2,8617.25,2022-09-16 03:12:46,2,685
1459,2,5736.14,2022-09-17 21:35:32,2,359
1460,2,1939.10,2023-10-20 04:49:03,3,526
1461,2,2583.30,2023-12-27 02:39:58,2,898
1462,2,9617.42,2023-07-09 11:37:53,2,669
1463,1,9153.48,2023-07-26 19:39:01,1,236
1464,2,6284.25,2023-08-03 03:24:17,2,829
1465,2,1679.09,2023-12-11 00:14:27,2,766
1466,2,6427.33,2023-07-16 18:01:00,3,632
1467,2,1070.29,2022-12-30 00:25:54,6,384
1468,1,1682.04,2023-07-29 02:55:48,1,679
1469,2,4624.14,2023-07-02 20:49:13,2,698
1470,1,4339.72,2023-04-30 19:05:02,1,733
1471,2,7391.08,2023-11-26 04:41:27,2,261
1472,2,418.96,2023-06-03 15:08:38,2,200
1473,2,4582.88,2023-11-17 11:41:06,2,661
1474,2,5719.00,2022-09-06 16:58:32,2,461
1475,2,6448.79,2023-06-21 06:04:26,2,32
1476,1,645.53,2024-01-06 19:55:50,1,284
1477,2,7860.25,2023-10-14 12:19:04,4,419
1478,2,8785.91,2023-03-22 15:09:07,3,486
1479,2,7809.16,2023-04-25 09:43:12,2,690
1480,1,392.87,2023-04-13 02:57:34,1,338
1481,2,1434.74,2022-12-16 06:43:35,3,451
1482,2,7677.60,2022-11-11 02:42:13,4,61
1483,2,7237.98,2023-06-18 10:38:52,2,601
1484,2,4483.69,2023-02-10 06:01:16,3,171
1485,2,4587.62,2023-08-26 19:14:28,3,995
1486,1,7671.85,2022-12-31 09:21:46,1,599
1487,1,3584.89,2024-01-04 06:10:37,1,981
1488,1,978.44,2023-01-01 02:56:13,1,696
1489,2,732.90,2023-11-09 02:17:38,3,504
1490,2,7005.14,2023-06-12 14:17:06,2,180
1491,2,546.07,2022-09-03 11:12:41,2,242
1492,1,173.38,2022-10-28 13:06:12,1,214
1493,2,9580.09,2023-05-13 12:39:06,2,152
1494,1,7638.73,2023-07-02 04:27:12,1,536
1495,2,948.83,2023-07-31 12:46:42,2,368
1496,2,3556.09,2023-01-11 10:17:38,3,126
1497,2,2938.70,2023-06-20 18:33:06,3,907
1498,2,1897.93,2022-12-10 11:49:48,5,16
1499,1,8823.55,2022-11-26 11:31:00,1,440
1500,2,4638.70,2023-07-03 01:10:25,2,792
1501,2,279.65,2023-12-13 08:31:06,4,855
1502,2,9305.32,2022-08-28 21:35:49,2,752
1503,2,7943.89,2023-04-26 21:16:27,2,270
1504,1,2030.05,2023-04-05 04:44:16,1,15
1505,2,623.96,2022-09-02 18:58:23,3,752
1506,2,5400.64,2023-01-18 11:39:28,4,126
1507,2,2439.36,2023-07-13 21:43:55,3,915
1508,1,3318.48,2022-10-06 16:59:09,1,363
1509,2,5174.68,2022-12-06 16:34:25,2,403
1510,2,1192.50,2022-09-24 05:35:57,2,188
1511,2,688.10,2023-09-18 13:52:34,2,182
1512,2,5397.91,2022-10-19 04:25:06,2,175
1513,2,5257.49,2023-03-14 03:00:37,3,667
1514,2,3853.71,2022-11-19 03:37:39,5,61
1515,2,112.41,2023-04-07 22:56:29,3,943
1516,1,2613.37,2023-11-27 13:19:29,1,447
1517,2,5767.77,2023-03-21 03:42:49,2,465
1518,2,2404.17,2023-08-23 23:04:14,2,217
1519,2,4997.26,2022-09-21 01:18:19,2,299
1520,2,5880.09,2024-02-07 03:08:33,4,444
1521,2,5677.72,2023-02-07 21:22:09,3,653
1522,2,6986.29,2023-01-03 18:22:03,5,503
1523,2,6111.03,2022-09-30 06:35:24,2,168
1524,2,5609.42,2022-08-11 21:19:12,2,610
1525,2,8714.47,2023-04-14 10:34:35,2,65
1526,2,2856.33,2023-01-03 16:55:08,3,879
1527,2,4408.75,2023-08-16 05:05:09,2,321
1528,2,4831.09,2023-09-05 12:33:00,5,167
1529,2,4233.46,2022-08-18 10:29:32,2,314
1530,2,4701.94,2024-01-09 07:13:47,3,898
1531,2,3750.16,2023-11-12 23:49:15,4,549
1532,2,3897.97,2023-04-23 16:21:12,3,783
1533,2,387.63,2023-07-30 17:41:17,4,93
1534,2,7214.01,2023-11-02 09:01:41,2,969
1535,2,5259.49,2022-11-06 12:17:47,3,672
1536,2,1310.84,2022-11-13 13:36:10,3,334
1537,2,4553.35,2023-09-04 10:55:20,2,957
1538,2,4160.59,2024-02-15 23:00:27,4,362
1539,2,6240.75,2022-12-07 00:04:47,2,929
1540,2,1242.88,2023-04-04 13:12:26,3,42
1541,1,4951.31,2022-11-02 20:55:00,1,154
1542,2,5510.04,2022-12-09 20:54:49,3,196
1543,1,604.09,2023-04-26 10:07:55,1,204
1544,2,4629.46,2023-10-17 06:51:36,3,639
1545,1,2383.47,2023-08-26 08:27:36,1,7
1546,1,7080.15,2022-12-21 08:32:09,1,80
1547,2,6872.36,2022-11-06 20:12:22,4,607
1548,1,9021.45,2023-07-01 06:17:42,1,935
1549,2,1179.35,2022-11-29 20:05:03,2,75
1550,2,5726.10,2023-09-08 23:39:31,3,609
1551,2,2070.19,2023-01-13 07:27:55,3,788
1552,2,6451.54,2023-07-15 18:36:22,4,216
1553,2,7591.96,2024-01-09 07:41:03,3,787
1554,1,579.23,2023-03-17 20:51:13,1,702
1555,2,3158.59,2023-03-30 12:08:46,2,973
1556,2,2633.06,2023-04-17 06:58:43,2,811
1557,2,6744.90,2023-09-24 05:39:54,3,815
1558,2,494.45,2022-11-23 06:51:52,3,391
1559,1,1013.61,2023-08-29 09:55:35,1,671
1560,2,7945.16,2023-08-03 22:39:53,2,996
1561,2,8051.95,2023-12-21 16:39:46,2,344
1562,2,8191.38,2023-07-29 07:10:33,3,801
1563,2,6694.96,2023-01-23 07:24:28,2,658
1564,2,7701.42,2024-01-09 05:32:44,2,132
1565,2,6078.31,2023-11-26 20:41:35,3,661
1566,2,9898.54,2023-06-07 11:54:18,3,200
1567,1,2155.84,2023-11-12 23:15:01,1,149
1568,2,2621.99,2023-12-03 08:13:16,4,98
1569,2,7498.93,2023-01-24 23:32:31,4,439
1570,1,6339.73,2023-03-15 01:42:56,1,664
1571,2,5709.64,2023-12-08 12:46:57,4,902
1572,2,1804.30,2022-09-01 01:18:51,3,605
1573,2,2640.18,2023-11-21 20:31:29,2,376
1574,2,9815.84,2022-09-30 11:23:24,2,105
1575,2,2207.69,2023-07-14 10:13:22,4,915
1576,2,1185.12,2023-03-29 16:35:03,3,465
1577,2,5976.82,2023-08-09 20:39:25,3,27
1578,2,3874.52,2023-12-17 18:12:43,3,766
1579,2,7796.33,2023-10-17 06:16:31,3,710
1580,2,2223.98,2023-09-13 21:40:37,3,977
1581,1,4161.16,2022-09-30 21:35:10,1,875
1582,1,6558.43,2023-10-12 22:39:50,1,320
1583,1,9271.98,2023-05-19 01:22:09,1,86
1584,2,7583.37,2023-09-29 07:08:20,2,589
1585,2,5382.73,2023-12-27 23:31:47,3,754
1586,1,8397.71,2023-01-23 08:51:48,1,438
1587,2,33.44,2023-04-25 00:13:45,2,257
1588,2,5157.81,2024-01-14 10:39:05,3,556
1589,1,3218.88,2023-11-01 12:40:37,1,71
1590,2,8989.60,2023-10-31 15:17:42,2,50
1591,1,3908.18,2022-12-07 12:42:48,1,276
1592,2,9119.07,2023-02-07 00:25:35,3,658
1593,1,7890.65,2023-06-12 20:56:59,1,990
1594,2,1217.64,2022-09-15 13:18:17,3,352
1595,2,5451.12,2022-10-04 20:12:37,2,415
1596,1,9193.72,2022-12-30 15:03:09,1,552
1597,2,2665.91,2022-08-22 06:01:15,3,390
1598,2,6060.61,2023-06-09 18:23:21,3,537
1599,2,7096.11,2023-03-22 00:01:23,3,602
1600,2,9456.86,2023-08-05 23:46:37,3,274
1601,1,7879.84,2023-03-24 02:02:56,1,761
1602,2,9450.71,2023-05-17 05:05:45,5,890
1603,2,3719.18,2022-12-14 19:24:55,2,276
1604,2,9676.35,2023-07-30 13:26:34,4,632
1605,2,3482.04,2023-05-18 09:40:53,4,124
1606,2,7081.90,2023-01-27 04:54:34,4,732
1607,2,6811.66,2023-04-16 21:49:08,4,628
1608,1,3771.58,2022-09-24 17:58:52,1,262
1609,2,350.83,2023-04-01 13:47:15,5,786
1610,2,4312.50,2022-12-15 10:10:47,2,113
1611,2,3265.73,2023-07-25 21:02:41,4,808
1612,2,2702.66,2023-11-06 20:16:37,2,59
1613,2,269.89,2023-02-23 20:03:38,3,464
1614,2,7870.32,2023-07-30 09:29:28,2,638
1615,2,7505.45,2023-01-23 11:19:45,2,120
1616,1,9234.18,2023-05-31 14:02:14,1,365
1617,2,9863.03,2023-07-03 07:51:00,4,889
1618,2,683.58,2022-08-30 17:07:16,2,723
1619,1,4778.91,2022-12-06 04:46:31,1,794
1620,2,5158.04,2023-10-13 18:59:40,2,177
1621,2,5818.09,2024-02-13 05:17:57,5,444
1622,2,4081.64,2022-10-16 06:23:20,3,415
1623,2,671.78,2023-12-01 20:08:44,3,496
1624,2,6455.90,2022-08-13 19:46:57,3,525
1625,2,6982.36,2024-01-13 04:40:52,5,637
1626,2,8951.92,2024-01-01 16:22:30,2,590
1627,2,6403.26,2023-02-07 15:34:47,4,870
1628,1,9967.13,2023-09-05 07:52:43,1,312
1629,2,2154.39,2023-09-13 05:34:12,5,115
1630,1,912.73,2023-12-18 16:57:59,1,714
1631,2,1533.47,2023-03-26 13:31:15,2,31
1632,2,4404.78,2023-01-16 19:23:47,3,877
1633,1,3804.81,2022-09-10 04:08:15,1,84
1634,2,3674.58,2023-07-02 11:42:04,3,620
1635,1,7137.77,2023-04-15 02:45:11,1,530
1636,2,1105.99,2023-02-26 11:15:51,3,448
1637,2,2040.79,2022-09-20 18:05:48,2,84
1638,1,5626.12,2023-10-13 07:56:56,1,802
1639,2,1285.07,2023-03-29 12:36:48,2,702
1640,2,3186.60,2023-11-30 00:21:18,2,85
1641,2,3162.75,2023-07-23 04:53:02,3,473
1642,2,1581.61,2023-07-11 09:59:54,2,475
1643,2,8246.17,2023-06-02 13:21:20,3,508
1644,2,6863.38,2022-10-04 03:11:05,2,479
1645,1,2835.48,2023-05-01 19:06:23,1,600
1646,2,6004.87,2022-08-03 13:33:50,2,472
1647,2,9264.50,2023-07-11 17:57:45,5,827
1648,2,3317.23,2023-04-02 08:01:06,4,465
1649,1,3021.57,2023-12-29 04:01:22,1,623
1650,2,2213.74,2023-04-04 06:05:47,4,747
1651,1,2947.82,2023-06-08 16:40:33,1,800
1652,2,8753.90,2023-06-07 05:58:22,5,748
1653,1,4510.37,2022-08-28 23:50:43,1,917
1654,2,6562.77,2022-08-16 22:03:24,3,394
1655,2,1860.37,2023-10-21 12:47:05,3,598
1656,1,30.42,2023-04-25 14:23:28,1,373
1657,1,4762.16,2023-06-26 09:16:55,1,593
1658,1,1277.33,2023-05-17 23:28:37,1,874
1659,2,3679.94,2022-10-01 17:44:44,2,43
1660,1,4145.87,2023-06-06 02:31:14,1,162
1661,2,7250.84,2023-08-16 23:53:17,5,47
1662,2,4455.86,2022-10-31 10:19:55,3,545
1663,1,5204.14,2023-04-26 05:08:20,1,366
1664,2,9359.90,2023-08-05 19:12:32,3,738
1665,2,5738.32,2023-01-03 03:20:00,4,677
1666,2,6853.41,2023-07-31 01:44:17,5,216
1667,2,2172.81,2023-03-06 21:48:50,2,757
1668,2,2899.22,2022-09-26 02:49:28,3,755
1669,1,4397.80,2023-10-22 01:03:57,1,821
1670,2,9241.13,2023-01-22 23:28:48,2,467
1671,2,9500.85,2023-09-18 08:34:33,6,115
1672,2,4913.47,2022-10-08 20:39:44,2,875
1673,2,1494.57,2023-12-15 11:35:38,2,476
1674,2,5392.42,2022-11-16 11:28:14,2,576
1675,2,4176.62,2023-04-14 23:34:37,4,386
1676,2,3245.18,2023-10-05 06:28:11,4,555
1677,2,9608.26,2023-01-30 19:15:22,3,849
1678,1,3362.84,2022-11-13 20:05:03,1,548
1679,1,6359.91,2023-12-15 03:13:54,1,826
1680,2,9726.85,2024-01-17 16:47:03,4,787
1681,2,4050.85,2023-02-28 06:22:49,5,354
1682,1,2392.50,2023-02-17 04:18:23,1,385
1683,2,2824.44,2023-11-02 04:45:41,2,71
1684,1,5009.16,2022-09-13 19:17:00,1,736
1685,2,7379.54,2023-05-23 01:33:31,3,70
1686,2,7404.33,2023-03-22 22:12:43,3,565
1687,2,1289.85,2023-05-29 04:40:29,2,900
1688,2,6766.51,2023-08-04 19:49:02,3,851
1689,2,9852.52,2023-09-11 13:31:45,5,29
1690,1,4016.52,2023-03-29 06:34:18,1,280
1691,1,8165.93,2023-08-09 19:13:20,1,832
1692,2,6202.68,2023-07-23 00:17:01,3,669
1693,2,2962.23,2023-04-27 11:04:31,5,628
1694,2,9001.82,2023-01-15 03:10:13,2,688
1695,2,7362.67,2023-05-28 13:44:45,4,375
1696,2,1008.11,2022-10-09 01:26:28,4,755
1697,2,7698.10,2023-08-31 07:15:59,2,671
1698,1,2292.37,2023-09-10 18:49:40,1,231
1699,1,5839.86,2023-02-19 08:11:34,1,583
1700,2,546.07,2023-07-27 00:45:41,5,915
1701,2,6331.33,2023-12-01 11:06:33,3,261
1702,1,3451.39,2023-09-12 17:02:08,1,335
1703,2,4898.75,2023-11-13 12:57:53,3,71
1704,1,7704.95,2023-09-12 13:03:08,1,606
1705,2,5892.41,2023-09-05 06:47:49,2,615
1706,2,8657.39,2023-12-14 05:44:18,5,902
1707,2,3421.34,2023-10-29 21:47:30,5,897
1708,2,5037.45,2023-05-25 12:22:13,2,416
1709,2,1102.88,2023-05-18 01:50:16,2,109
1710,2,2903.33,2024-01-21 22:39:44,3,132
1711,2,2911.90,2023-08-25 07:50:43,3,402
1712,2,9145.66,2024-01-09 08:42:24,3,78
1713,1,9992.57,2023-09-23 19:32:56,1,2
1714,2,9504.14,2023-10-09 16:48:59,2,2
1715,1,394.50,2023-03-31 01:19:01,1,418
1716,2,5584.60,2023-10-19 02:30:48,2,291
1717,2,7801.11,2023-12-21 15:42:49,3,873
1718,2,5409.60,2023-09-06 12:46:14,2,410
1719,2,5698.51,2023-06-07 22:07:11,2,734
1720,2,8480.00,2024-01-02 09:16:43,5,934
1721,2,7725.19,2023-05-24 09:11:32,2,874
1722,2,7956.06,2023-02-17 08:19:30,2,219
1723,2,1188.05,2023-04-15 23:32:37,5,131
1724,2,5770.78,2023-09-14 23:52:11,2,60
1725,2,3616.89,2023-12-24 23:26:17,3,807
1726,2,3505.77,2023-10-25 09:28:22,4,215
1727,1,3122.31,2022-09-18 07:15:12,1,569
1728,2,1453.39,2023-05-09 03:17:48,3,423
1729,2,160.15,2023-11-27 11:31:43,3,477
1730,2,2987.40,2022-10-08 10:32:55,3,58
1731,1,3825.06,2022-08-27 19:38:34,1,527
1732,2,2956.92,2023-08-10 03:53:02,2,236
1733,2,8610.94,2024-01-12 05:44:40,3,285
1734,1,7250.25,2023-09-14 15:46:58,1,72
1735,1,7732.50,2022-09-09 03:00:29,1,782
1736,2,1027.54,2023-05-10 21:18:54,4,844
1737,1,2628.74,2023-03-31 13:47:48,1,749
1738,1,7689.39,2023-02-06 13:06:25,1,701
1739,2,5473.18,2024-01-07 02:45:34,3,822
1740,2,9632.54,2023-06-24 22:44:20,3,237
1741,1,3594.75,2022-09-13 23:32:36,1,941
1742,2,2759.02,2023-08-15 07:20:15,4,57
1743,2,4995.03,2022-11-13 02:44:00,5,607
1744,2,8144.74,2023-10-19 21:11:18,4,639
1745,2,3240.55,2023-05-25 10:02:05,3,874
1746,1,3207.02,2022-08-20 03:04:43,1,888
1747,2,8361.80,2023-09-02 20:00:25,3,434
1748,2,8242.51,2022-11-21 05:24:49,3,357
1749,2,7530.38,2023-08-13 03:08:04,2,832
1750,2,4900.33,2022-12-05 21:37:58,2,603
1751,1,8604.48,2023-06-18 18:49:59,1,721
1752,1,318.18,2022-11-05 20:32:39,1,487
1753,2,1251.13,2023-02-21 18:46:40,2,400
1754,2,3762.50,2023-09-16 17:47:12,2,335
1755,2,94.85,2023-11-26 02:05:56,2,79
1756,1,7652.69,2023-08-15 16:13:51,1,51
1757,1,757.33,2023-06-29 22:47:28,1,20
1758,2,8104.79,2023-12-23 06:21:23,3,744
1759,2,4239.81,2022-12-22 20:35:37,2,80
1760,2,4056.43,2022-09-28 18:35:36,3,954
1761,1,2448.48,2022-08-29 15:35:30,1,850
1762,1,497.15,2023-06-28 08:17:37,1,148
1763,2,5712.76,2023-10-09 20:55:04,3,972
1764,2,53.73,2022-09-08 10:51:09,2,908
1765,2,3482.66,2022-08-09 23:03:03,3,868
1766,1,3278.15,2023-09-05 07:02:43,1,137
